Country	Bank	Item	Year	Value  Flags
"Switzerland"	"Foreign commercial banks"	"4.b. Fees and commissions payable"	"2004"	674  
"Switzerland"	"Foreign commercial banks"	"4.b. Fees and commissions payable"	"2005"	779  
"Switzerland"	"Foreign commercial banks"	"4.b. Fees and commissions payable"	"2006"	917  
"Switzerland"	"Foreign commercial banks"	"4.b. Fees and commissions payable"	"2007"	1190  
"Switzerland"	"Foreign commercial banks"	"4.b. Fees and commissions payable"	"2008"	1132  
"Switzerland"	"Foreign commercial banks"	"4.b. Fees and commissions payable"	"2009"	948  
"Turkey"	"Foreign commercial banks"	"4.b. Fees and commissions payable"	"1999"	2672.615  
"Turkey"	"Foreign commercial banks"	"4.b. Fees and commissions payable"	"2000"	668.746  
"Turkey"	"Foreign commercial banks"	"4.b. Fees and commissions payable"	"2001"	4262.673  
"Turkey"	"Foreign commercial banks"	"4.b. Fees and commissions payable"	"2002"	2.898  
"Turkey"	"Foreign commercial banks"	"4.b. Fees and commissions payable"	"2003"	5.044  
"Turkey"	"Foreign commercial banks"	"4.b. Fees and commissions payable"	"2004"	14.761  
"Turkey"	"Foreign commercial banks"	"4.b. Fees and commissions payable"	"2005"	50.915  
"Turkey"	"Foreign commercial banks"	"4.b. Fees and commissions payable"	"2006"	81.715  
"Turkey"	"Foreign commercial banks"	"4.b. Fees and commissions payable"	"2007"	120.724  
"Turkey"	"Foreign commercial banks"	"4.b. Fees and commissions payable"	"2008"	162.72  
"Turkey"	"Foreign commercial banks"	"4.b. Fees and commissions payable"	"2009"	164.889  
"Chile"	"Foreign commercial banks"	"4.b. Fees and commissions payable"	"1999"	12911.396  
"Chile"	"Foreign commercial banks"	"4.b. Fees and commissions payable"	"2000"	13076.862  
"Chile"	"Foreign commercial banks"	"4.b. Fees and commissions payable"	"2001"	15483.633  
"Chile"	"Foreign commercial banks"	"4.b. Fees and commissions payable"	"2002"	31882.207  
"Chile"	"Foreign commercial banks"	"4.b. Fees and commissions payable"	"2003"	34943.457  
"Chile"	"Foreign commercial banks"	"4.b. Fees and commissions payable"	"2004"	36785.439  
"Chile"	"Foreign commercial banks"	"4.b. Fees and commissions payable"	"2005"	42424.985  
"Chile"	"Foreign commercial banks"	"4.b. Fees and commissions payable"	"2006"	51788.731  
"Chile"	"Foreign commercial banks"	"4.b. Fees and commissions payable"	"2007"	70047.142  
"Chile"	"Foreign commercial banks"	"4.b. Fees and commissions payable"	"2008"	80631  
"Chile"	"Foreign commercial banks"	"4.b. Fees and commissions payable"	"2009"	86762  
"Estonia"	"Foreign commercial banks"	"4.b. Fees and commissions payable"	"1999"	14.629  
"Estonia"	"Foreign commercial banks"	"4.b. Fees and commissions payable"	"2000"	15.757  
"Estonia"	"Foreign commercial banks"	"4.b. Fees and commissions payable"	"2001"	17.454  
"Estonia"	"Foreign commercial banks"	"4.b. Fees and commissions payable"	"2002"	20.622  
"Estonia"	"Foreign commercial banks"	"4.b. Fees and commissions payable"	"2003"	22.022  
"Estonia"	"Foreign commercial banks"	"4.b. Fees and commissions payable"	"2004"	27.656  
"Estonia"	"Foreign commercial banks"	"4.b. Fees and commissions payable"	"2005"	33.338  
"Estonia"	"Foreign commercial banks"	"4.b. Fees and commissions payable"	"2006"	41.721  
"Estonia"	"Foreign commercial banks"	"4.b. Fees and commissions payable"	"2007"	51.652  
"Estonia"	"Foreign commercial banks"	"4.b. Fees and commissions payable"	"2008"	50.629  
"Estonia"	"Foreign commercial banks"	"4.b. Fees and commissions payable"	"2009"	47.623  
"Russian Federation"	"Foreign commercial banks"	"4.b. Fees and commissions payable"	"2004"	1724.153  
"Russian Federation"	"Foreign commercial banks"	"4.b. Fees and commissions payable"	"2005"	1935.451  
"Russian Federation"	"Foreign commercial banks"	"4.b. Fees and commissions payable"	"2006"	5780.966  
"Russian Federation"	"Foreign commercial banks"	"4.b. Fees and commissions payable"	"2007"	9698.976  
"Russian Federation"	"Foreign commercial banks"	"4.b. Fees and commissions payable"	"2008"	17456.106  
"Russian Federation"	"Foreign commercial banks"	"4.b. Fees and commissions payable"	"2009"	17778.771  
"Slovenia"	"Foreign commercial banks"	"4.b. Fees and commissions payable"	"2002"	7.394  
"Slovenia"	"Foreign commercial banks"	"4.b. Fees and commissions payable"	"2003"	8.462  
"Slovenia"	"Foreign commercial banks"	"4.b. Fees and commissions payable"	"2004"	11.442  
"Slovenia"	"Foreign commercial banks"	"4.b. Fees and commissions payable"	"2005"	14.784  
"Slovenia"	"Foreign commercial banks"	"4.b. Fees and commissions payable"	"2006"	26.736  
"Slovenia"	"Foreign commercial banks"	"4.b. Fees and commissions payable"	"2007"	39.679  
"Slovenia"	"Foreign commercial banks"	"4.b. Fees and commissions payable"	"2008"	27.768  
"Slovenia"	"Foreign commercial banks"	"4.b. Fees and commissions payable"	"2009"	28.287  
"Denmark"	"Savings banks"	"4.b. Fees and commissions payable"	"2004"	139.66  
"Denmark"	"Savings banks"	"4.b. Fees and commissions payable"	"2005"	168.831  
"Denmark"	"Savings banks"	"4.b. Fees and commissions payable"	"2006"	192.854  
"Denmark"	"Savings banks"	"4.b. Fees and commissions payable"	"2007"	218.484  
"Denmark"	"Savings banks"	"4.b. Fees and commissions payable"	"2008"	216.488  
"Denmark"	"Savings banks"	"4.b. Fees and commissions payable"	"2009"	192.349  
"Finland"	"Savings banks"	"4.b. Fees and commissions payable"	"1999"	5.742  
"Finland"	"Savings banks"	"4.b. Fees and commissions payable"	"2000"	7.057  
"Finland"	"Savings banks"	"4.b. Fees and commissions payable"	"2001"	6.628  
"Finland"	"Savings banks"	"4.b. Fees and commissions payable"	"2002"	6.916  
"Finland"	"Savings banks"	"4.b. Fees and commissions payable"	"2003"	6.51  
"Finland"	"Savings banks"	"4.b. Fees and commissions payable"	"2004"	7.48  
"Finland"	"Savings banks"	"4.b. Fees and commissions payable"	"2005"	9.832  
"Finland"	"Savings banks"	"4.b. Fees and commissions payable"	"2006"	9.233  
"Finland"	"Savings banks"	"4.b. Fees and commissions payable"	"2007"	9.291  
"Finland"	"Savings banks"	"4.b. Fees and commissions payable"	"2008"	8.876  
"Finland"	"Savings banks"	"4.b. Fees and commissions payable"	"2009"	6.374  
"France"	"Savings banks"	"4.b. Fees and commissions payable"	"1999"	313.59  
"Germany"	"Savings banks"	"4.b. Fees and commissions payable"	"1999"	231  
"Germany"	"Savings banks"	"4.b. Fees and commissions payable"	"2000"	303  
"Germany"	"Savings banks"	"4.b. Fees and commissions payable"	"2001"	276  
"Germany"	"Savings banks"	"4.b. Fees and commissions payable"	"2002"	281  
"Germany"	"Savings banks"	"4.b. Fees and commissions payable"	"2003"	315  
"Germany"	"Savings banks"	"4.b. Fees and commissions payable"	"2004"	350  
"Germany"	"Savings banks"	"4.b. Fees and commissions payable"	"2005"	375  
"Germany"	"Savings banks"	"4.b. Fees and commissions payable"	"2006"	390  
"Germany"	"Savings banks"	"4.b. Fees and commissions payable"	"2007"	410  
"Germany"	"Savings banks"	"4.b. Fees and commissions payable"	"2008"	422  
"Germany"	"Savings banks"	"4.b. Fees and commissions payable"	"2009"	440  
"Korea"	"Savings banks"	"4.b. Fees and commissions payable"	"2004"	99758  
"Korea"	"Savings banks"	"4.b. Fees and commissions payable"	"2005"	101751  
"Korea"	"Savings banks"	"4.b. Fees and commissions payable"	"2006"	152663  
"Korea"	"Savings banks"	"4.b. Fees and commissions payable"	"2007"	203308  
"Korea"	"Savings banks"	"4.b. Fees and commissions payable"	"2008"	222449  
"Korea"	"Savings banks"	"4.b. Fees and commissions payable"	"2009"	252033  
"Mexico"	"Savings banks"	"4.b. Fees and commissions payable"	"2009"	38.105  
"Norway"	"Savings banks"	"4.b. Fees and commissions payable"	"1999"	661  
"Norway"	"Savings banks"	"4.b. Fees and commissions payable"	"2000"	784  
"Norway"	"Savings banks"	"4.b. Fees and commissions payable"	"2001"	921  
"Norway"	"Savings banks"	"4.b. Fees and commissions payable"	"2002"	981  
"Norway"	"Savings banks"	"4.b. Fees and commissions payable"	"2003"	955  
"Slovak Republic"	"Savings banks"	"4.b. Fees and commissions payable"	"1999"	0.374  
"Slovak Republic"	"Savings banks"	"4.b. Fees and commissions payable"	"2000"	1.683  
"Slovak Republic"	"Savings banks"	"4.b. Fees and commissions payable"	"2001"	3.27  
"Slovak Republic"	"Savings banks"	"4.b. Fees and commissions payable"	"2002"	3.208  
"Slovak Republic"	"Savings banks"	"4.b. Fees and commissions payable"	"2003"	1.456  
"Slovak Republic"	"Savings banks"	"4.b. Fees and commissions payable"	"2004"	1.314  
"Slovak Republic"	"Savings banks"	"4.b. Fees and commissions payable"	"2005"	1.281  
"Slovak Republic"	"Savings banks"	"4.b. Fees and commissions payable"	"2006"	12.229  
"Slovak Republic"	"Savings banks"	"4.b. Fees and commissions payable"	"2007"	1.949  
"Slovak Republic"	"Savings banks"	"4.b. Fees and commissions payable"	"2008"	1.5  
"Slovak Republic"	"Savings banks"	"4.b. Fees and commissions payable"	"2009"	1.18  
"Spain"	"Savings banks"	"4.b. Fees and commissions payable"	"1999"	374  
"Spain"	"Savings banks"	"4.b. Fees and commissions payable"	"2000"	452  
"Spain"	"Savings banks"	"4.b. Fees and commissions payable"	"2001"	532  
"Spain"	"Savings banks"	"4.b. Fees and commissions payable"	"2002"	627  
"Spain"	"Savings banks"	"4.b. Fees and commissions payable"	"2003"	653  
"Spain"	"Savings banks"	"4.b. Fees and commissions payable"	"2004"	724  
"Spain"	"Savings banks"	"4.b. Fees and commissions payable"	"2005"	760  
"Spain"	"Savings banks"	"4.b. Fees and commissions payable"	"2006"	688  
"Spain"	"Savings banks"	"4.b. Fees and commissions payable"	"2007"	763  
"Spain"	"Savings banks"	"4.b. Fees and commissions payable"	"2008"	769  
"Spain"	"Savings banks"	"4.b. Fees and commissions payable"	"2009"	740  
"Sweden"	"Savings banks"	"4.b. Fees and commissions payable"	"1999"	322  
"Sweden"	"Savings banks"	"4.b. Fees and commissions payable"	"2000"	288  
"Sweden"	"Savings banks"	"4.b. Fees and commissions payable"	"2001"	317  
"Sweden"	"Savings banks"	"4.b. Fees and commissions payable"	"2002"	349  
"Sweden"	"Savings banks"	"4.b. Fees and commissions payable"	"2003"	365  
"Sweden"	"Savings banks"	"4.b. Fees and commissions payable"	"2004"	367  
"Sweden"	"Savings banks"	"4.b. Fees and commissions payable"	"2005"	353  
"Sweden"	"Savings banks"	"4.b. Fees and commissions payable"	"2006"	346  
"Sweden"	"Savings banks"	"4.b. Fees and commissions payable"	"2007"	340  
"Sweden"	"Savings banks"	"4.b. Fees and commissions payable"	"2008"	326  
"Sweden"	"Savings banks"	"4.b. Fees and commissions payable"	"2009"	312  
"Switzerland"	"Savings banks"	"4.b. Fees and commissions payable"	"1999"	26  
"Switzerland"	"Savings banks"	"4.b. Fees and commissions payable"	"2000"	33  
"Switzerland"	"Savings banks"	"4.b. Fees and commissions payable"	"2001"	27  
"Switzerland"	"Savings banks"	"4.b. Fees and commissions payable"	"2002"	30  
"Switzerland"	"Savings banks"	"4.b. Fees and commissions payable"	"2003"	31  
"Switzerland"	"Savings banks"	"4.b. Fees and commissions payable"	"2004"	34  
"Switzerland"	"Savings banks"	"4.b. Fees and commissions payable"	"2005"	35  
"Switzerland"	"Savings banks"	"4.b. Fees and commissions payable"	"2006"	39  
"Switzerland"	"Savings banks"	"4.b. Fees and commissions payable"	"2007"	38  
"Switzerland"	"Savings banks"	"4.b. Fees and commissions payable"	"2008"	36  
"Switzerland"	"Savings banks"	"4.b. Fees and commissions payable"	"2009"	28  
"Slovenia"	"Savings banks"	"4.b. Fees and commissions payable"	"2002"	0.069  
"Slovenia"	"Savings banks"	"4.b. Fees and commissions payable"	"2003"	0.106  
"Slovenia"	"Savings banks"	"4.b. Fees and commissions payable"	"2004"	0.133  
"Slovenia"	"Savings banks"	"4.b. Fees and commissions payable"	"2005"	0.167  
"Slovenia"	"Savings banks"	"4.b. Fees and commissions payable"	"2006"	0.319  
"Slovenia"	"Savings banks"	"4.b. Fees and commissions payable"	"2007"	0.552  
"Slovenia"	"Savings banks"	"4.b. Fees and commissions payable"	"2008"	0.733  
"Slovenia"	"Savings banks"	"4.b. Fees and commissions payable"	"2009"	0.872  
"Canada"	"Co-operative banks"	"4.b. Fees and commissions payable"	"1999"	0  
"Canada"	"Co-operative banks"	"4.b. Fees and commissions payable"	"2000"	0  
"Canada"	"Co-operative banks"	"4.b. Fees and commissions payable"	"2001"	0  
"Canada"	"Co-operative banks"	"4.b. Fees and commissions payable"	"2002"	0  
"Canada"	"Co-operative banks"	"4.b. Fees and commissions payable"	"2003"	0  
"Canada"	"Co-operative banks"	"4.b. Fees and commissions payable"	"2004"	0  
"Canada"	"Co-operative banks"	"4.b. Fees and commissions payable"	"2005"	0  
"Canada"	"Co-operative banks"	"4.b. Fees and commissions payable"	"2006"	0  
"Canada"	"Co-operative banks"	"4.b. Fees and commissions payable"	"2007"	0  
"Canada"	"Co-operative banks"	"4.b. Fees and commissions payable"	"2008"	0  
"Canada"	"Co-operative banks"	"4.b. Fees and commissions payable"	"2009"	0  
"Denmark"	"Co-operative banks"	"4.b. Fees and commissions payable"	"2004"	8.47  
"Denmark"	"Co-operative banks"	"4.b. Fees and commissions payable"	"2005"	10.768  
"Denmark"	"Co-operative banks"	"4.b. Fees and commissions payable"	"2006"	9.233  
"Denmark"	"Co-operative banks"	"4.b. Fees and commissions payable"	"2007"	10.032  
"Denmark"	"Co-operative banks"	"4.b. Fees and commissions payable"	"2008"	10.298  
"Denmark"	"Co-operative banks"	"4.b. Fees and commissions payable"	"2009"	10.817  
"Finland"	"Co-operative banks"	"4.b. Fees and commissions payable"	"1999"	30.082  
"Finland"	"Co-operative banks"	"4.b. Fees and commissions payable"	"2000"	32.958  
"Finland"	"Co-operative banks"	"4.b. Fees and commissions payable"	"2001"	36.841  
"Finland"	"Co-operative banks"	"4.b. Fees and commissions payable"	"2002"	40.743  
"Finland"	"Co-operative banks"	"4.b. Fees and commissions payable"	"2003"	38.28  
"Finland"	"Co-operative banks"	"4.b. Fees and commissions payable"	"2004"	36.815  
"Finland"	"Co-operative banks"	"4.b. Fees and commissions payable"	"2005"	42.154  
"Finland"	"Co-operative banks"	"4.b. Fees and commissions payable"	"2006"	44.355  
"Finland"	"Co-operative banks"	"4.b. Fees and commissions payable"	"2007"	45.593  
"Finland"	"Co-operative banks"	"4.b. Fees and commissions payable"	"2008"	41.78  
"Finland"	"Co-operative banks"	"4.b. Fees and commissions payable"	"2009"	42.002  
"France"	"Co-operative banks"	"4.b. Fees and commissions payable"	"1999"	2196.94  
"France"	"Co-operative banks"	"4.b. Fees and commissions payable"	"2000"	2742.1  
"France"	"Co-operative banks"	"4.b. Fees and commissions payable"	"2001"	1419  
"France"	"Co-operative banks"	"4.b. Fees and commissions payable"	"2002"	1789  
"France"	"Co-operative banks"	"4.b. Fees and commissions payable"	"2003"	1833  
"France"	"Co-operative banks"	"4.b. Fees and commissions payable"	"2004"	1954.14  
"France"	"Co-operative banks"	"4.b. Fees and commissions payable"	"2005"	1920.045  
"France"	"Co-operative banks"	"4.b. Fees and commissions payable"	"2006"	1942.595  
"France"	"Co-operative banks"	"4.b. Fees and commissions payable"	"2007"	2055.873  
"France"	"Co-operative banks"	"4.b. Fees and commissions payable"	"2008"	2060.386  
"France"	"Co-operative banks"	"4.b. Fees and commissions payable"	"2009"	2283.415  
"Germany"	"Co-operative banks"	"4.b. Fees and commissions payable"	"1999"	333  
"Germany"	"Co-operative banks"	"4.b. Fees and commissions payable"	"2000"	387  
"Germany"	"Co-operative banks"	"4.b. Fees and commissions payable"	"2001"	353  
"Germany"	"Co-operative banks"	"4.b. Fees and commissions payable"	"2002"	367  
"Germany"	"Co-operative banks"	"4.b. Fees and commissions payable"	"2003"	401  
"Germany"	"Co-operative banks"	"4.b. Fees and commissions payable"	"2004"	499  
"Germany"	"Co-operative banks"	"4.b. Fees and commissions payable"	"2005"	613  
"Germany"	"Co-operative banks"	"4.b. Fees and commissions payable"	"2006"	652  
"Germany"	"Co-operative banks"	"4.b. Fees and commissions payable"	"2007"	671  
"Germany"	"Co-operative banks"	"4.b. Fees and commissions payable"	"2008"	683  
"Germany"	"Co-operative banks"	"4.b. Fees and commissions payable"	"2009"	772  
"Greece"	"Co-operative banks"	"4.b. Fees and commissions payable"	"2004"	0.6  
"Greece"	"Co-operative banks"	"4.b. Fees and commissions payable"	"2005"	0.7  
"Greece"	"Co-operative banks"	"4.b. Fees and commissions payable"	"2006"	1.1  
"Greece"	"Co-operative banks"	"4.b. Fees and commissions payable"	"2007"	1.2  
"Greece"	"Co-operative banks"	"4.b. Fees and commissions payable"	"2008"	1.6  
"Mexico"	"Co-operative banks"	"4.b. Fees and commissions payable"	"2001"	10.653  
"Mexico"	"Co-operative banks"	"4.b. Fees and commissions payable"	"2002"	15.734  
"Mexico"	"Co-operative banks"	"4.b. Fees and commissions payable"	"2003"	17.225  
"Mexico"	"Co-operative banks"	"4.b. Fees and commissions payable"	"2004"	16.568  
"Mexico"	"Co-operative banks"	"4.b. Fees and commissions payable"	"2005"	19.394  
"Mexico"	"Co-operative banks"	"4.b. Fees and commissions payable"	"2006"	40.957  
"Mexico"	"Co-operative banks"	"4.b. Fees and commissions payable"	"2007"	34.263  
"Mexico"	"Co-operative banks"	"4.b. Fees and commissions payable"	"2008"	50.775  
"Mexico"	"Co-operative banks"	"4.b. Fees and commissions payable"	"2009"	47.163  
"Poland"	"Co-operative banks"	"4.b. Fees and commissions payable"	"1999"	16  
"Poland"	"Co-operative banks"	"4.b. Fees and commissions payable"	"2000"	27  
"Poland"	"Co-operative banks"	"4.b. Fees and commissions payable"	"2001"	35  
"Poland"	"Co-operative banks"	"4.b. Fees and commissions payable"	"2002"	36  
"Poland"	"Co-operative banks"	"4.b. Fees and commissions payable"	"2003"	48  
"Poland"	"Co-operative banks"	"4.b. Fees and commissions payable"	"2004"	55.479  
"Poland"	"Co-operative banks"	"4.b. Fees and commissions payable"	"2005"	64.105  
"Poland"	"Co-operative banks"	"4.b. Fees and commissions payable"	"2006"	69.117  
"Poland"	"Co-operative banks"	"4.b. Fees and commissions payable"	"2007"	2788.494  
"Poland"	"Co-operative banks"	"4.b. Fees and commissions payable"	"2008"	85.397  
"Poland"	"Co-operative banks"	"4.b. Fees and commissions payable"	"2009"	81.018  
"Spain"	"Co-operative banks"	"4.b. Fees and commissions payable"	"1999"	49  
"Spain"	"Co-operative banks"	"4.b. Fees and commissions payable"	"2000"	57  
"Spain"	"Co-operative banks"	"4.b. Fees and commissions payable"	"2001"	62  
"Spain"	"Co-operative banks"	"4.b. Fees and commissions payable"	"2002"	70  
"Spain"	"Co-operative banks"	"4.b. Fees and commissions payable"	"2003"	69  
"Spain"	"Co-operative banks"	"4.b. Fees and commissions payable"	"2004"	76  
"Spain"	"Co-operative banks"	"4.b. Fees and commissions payable"	"2005"	83  
"Spain"	"Co-operative banks"	"4.b. Fees and commissions payable"	"2006"	79  
"Spain"	"Co-operative banks"	"4.b. Fees and commissions payable"	"2007"	87  
"Spain"	"Co-operative banks"	"4.b. Fees and commissions payable"	"2008"	107  
"Spain"	"Co-operative banks"	"4.b. Fees and commissions payable"	"2009"	134  
"Switzerland"	"Co-operative banks"	"4.b. Fees and commissions payable"	"1999"	28  
"Switzerland"	"Co-operative banks"	"4.b. Fees and commissions payable"	"2000"	11  
"Switzerland"	"Co-operative banks"	"4.b. Fees and commissions payable"	"2001"	9  
"Switzerland"	"Co-operative banks"	"4.b. Fees and commissions payable"	"2002"	11  
"Switzerland"	"Co-operative banks"	"4.b. Fees and commissions payable"	"2003"	12  
"Switzerland"	"Co-operative banks"	"4.b. Fees and commissions payable"	"2004"	18  
"Switzerland"	"Co-operative banks"	"4.b. Fees and commissions payable"	"2005"	68  
"Switzerland"	"Co-operative banks"	"4.b. Fees and commissions payable"	"2006"	71  
"Switzerland"	"Co-operative banks"	"4.b. Fees and commissions payable"	"2007"	108  
"Switzerland"	"Co-operative banks"	"4.b. Fees and commissions payable"	"2008"	102  
"Switzerland"	"Co-operative banks"	"4.b. Fees and commissions payable"	"2009"	106  
"Canada"	"Other miscellaneous monetary institutions"	"4.b. Fees and commissions payable"	"1999"	0  
"Canada"	"Other miscellaneous monetary institutions"	"4.b. Fees and commissions payable"	"2000"	0  
"Canada"	"Other miscellaneous monetary institutions"	"4.b. Fees and commissions payable"	"2001"	0  
"Canada"	"Other miscellaneous monetary institutions"	"4.b. Fees and commissions payable"	"2002"	0  
"Canada"	"Other miscellaneous monetary institutions"	"4.b. Fees and commissions payable"	"2003"	0  
"Canada"	"Other miscellaneous monetary institutions"	"4.b. Fees and commissions payable"	"2004"	0  
"Canada"	"Other miscellaneous monetary institutions"	"4.b. Fees and commissions payable"	"2005"	0  
"Canada"	"Other miscellaneous monetary institutions"	"4.b. Fees and commissions payable"	"2006"	0  
"Canada"	"Other miscellaneous monetary institutions"	"4.b. Fees and commissions payable"	"2007"	0  
"Canada"	"Other miscellaneous monetary institutions"	"4.b. Fees and commissions payable"	"2008"	0  
"Canada"	"Other miscellaneous monetary institutions"	"4.b. Fees and commissions payable"	"2009"	0  
"Finland"	"Other miscellaneous monetary institutions"	"4.b. Fees and commissions payable"	"1999"	59.512  
"Finland"	"Other miscellaneous monetary institutions"	"4.b. Fees and commissions payable"	"2000"	51.738  
"Finland"	"Other miscellaneous monetary institutions"	"4.b. Fees and commissions payable"	"2001"	69.376  
"Finland"	"Other miscellaneous monetary institutions"	"4.b. Fees and commissions payable"	"2002"	85.155  
"Finland"	"Other miscellaneous monetary institutions"	"4.b. Fees and commissions payable"	"2003"	85.186  
"Finland"	"Other miscellaneous monetary institutions"	"4.b. Fees and commissions payable"	"2004"	86.44  
"Finland"	"Other miscellaneous monetary institutions"	"4.b. Fees and commissions payable"	"2005"	100.962  
"Finland"	"Other miscellaneous monetary institutions"	"4.b. Fees and commissions payable"	"2006"	117.027  
"Finland"	"Other miscellaneous monetary institutions"	"4.b. Fees and commissions payable"	"2007"	139.121  
"Finland"	"Other miscellaneous monetary institutions"	"4.b. Fees and commissions payable"	"2008"	151.088  
"Finland"	"Other miscellaneous monetary institutions"	"4.b. Fees and commissions payable"	"2009"	143.277  
"France"	"Other miscellaneous monetary institutions"	"4.b. Fees and commissions payable"	"2004"	3.826  
"France"	"Other miscellaneous monetary institutions"	"4.b. Fees and commissions payable"	"2005"	4.39  
"France"	"Other miscellaneous monetary institutions"	"4.b. Fees and commissions payable"	"2006"	0.898  
"France"	"Other miscellaneous monetary institutions"	"4.b. Fees and commissions payable"	"2007"	0.798  
"France"	"Other miscellaneous monetary institutions"	"4.b. Fees and commissions payable"	"2008"	0.775  
"France"	"Other miscellaneous monetary institutions"	"4.b. Fees and commissions payable"	"2009"	0.83  
"Germany"	"Other miscellaneous monetary institutions"	"4.b. Fees and commissions payable"	"1999"	1308  
"Germany"	"Other miscellaneous monetary institutions"	"4.b. Fees and commissions payable"	"2000"	1722  
"Germany"	"Other miscellaneous monetary institutions"	"4.b. Fees and commissions payable"	"2001"	1379  
"Germany"	"Other miscellaneous monetary institutions"	"4.b. Fees and commissions payable"	"2002"	1431  
"Germany"	"Other miscellaneous monetary institutions"	"4.b. Fees and commissions payable"	"2003"	1554  
"Germany"	"Other miscellaneous monetary institutions"	"4.b. Fees and commissions payable"	"2004"	1679  
"Germany"	"Other miscellaneous monetary institutions"	"4.b. Fees and commissions payable"	"2005"	1958  
"Germany"	"Other miscellaneous monetary institutions"	"4.b. Fees and commissions payable"	"2006"	2049  
"Germany"	"Other miscellaneous monetary institutions"	"4.b. Fees and commissions payable"	"2007"	2241  
"Germany"	"Other miscellaneous monetary institutions"	"4.b. Fees and commissions payable"	"2008"	2298  
"Germany"	"Other miscellaneous monetary institutions"	"4.b. Fees and commissions payable"	"2009"	2883  
"Korea"	"Other miscellaneous monetary institutions"	"4.b. Fees and commissions payable"	"1999"	321000  
"Korea"	"Other miscellaneous monetary institutions"	"4.b. Fees and commissions payable"	"2000"	103000  
"Korea"	"Other miscellaneous monetary institutions"	"4.b. Fees and commissions payable"	"2001"	169000  
"Korea"	"Other miscellaneous monetary institutions"	"4.b. Fees and commissions payable"	"2002"	247000  
"Korea"	"Other miscellaneous monetary institutions"	"4.b. Fees and commissions payable"	"2003"	203000  
"Korea"	"Other miscellaneous monetary institutions"	"4.b. Fees and commissions payable"	"2004"	206902.731  
"Korea"	"Other miscellaneous monetary institutions"	"4.b. Fees and commissions payable"	"2005"	268065.596  
"Korea"	"Other miscellaneous monetary institutions"	"4.b. Fees and commissions payable"	"2006"	332087.998  
"Korea"	"Other miscellaneous monetary institutions"	"4.b. Fees and commissions payable"	"2007"	387417.844  
"Korea"	"Other miscellaneous monetary institutions"	"4.b. Fees and commissions payable"	"2008"	459844  
"Korea"	"Other miscellaneous monetary institutions"	"4.b. Fees and commissions payable"	"2009"	506867.075  
"Mexico"	"Other miscellaneous monetary institutions"	"4.b. Fees and commissions payable"	"2000"	0  
"Mexico"	"Other miscellaneous monetary institutions"	"4.b. Fees and commissions payable"	"2001"	0  
"Mexico"	"Other miscellaneous monetary institutions"	"4.b. Fees and commissions payable"	"2002"	0  
"Mexico"	"Other miscellaneous monetary institutions"	"4.b. Fees and commissions payable"	"2003"	0  
"Mexico"	"Other miscellaneous monetary institutions"	"4.b. Fees and commissions payable"	"2004"	0  
"Mexico"	"Other miscellaneous monetary institutions"	"4.b. Fees and commissions payable"	"2005"	0  
"Mexico"	"Other miscellaneous monetary institutions"	"4.b. Fees and commissions payable"	"2006"	0  
"Mexico"	"Other miscellaneous monetary institutions"	"4.b. Fees and commissions payable"	"2007"	478.157  
"Mexico"	"Other miscellaneous monetary institutions"	"4.b. Fees and commissions payable"	"2008"	788.123  
"Mexico"	"Other miscellaneous monetary institutions"	"4.b. Fees and commissions payable"	"2009"	592.129  
"United States"	"Other miscellaneous monetary institutions"	"4.b. Fees and commissions payable"	"1999"	1090.802  
"United States"	"Other miscellaneous monetary institutions"	"4.b. Fees and commissions payable"	"2000"	1176.591  
"United States"	"Other miscellaneous monetary institutions"	"4.b. Fees and commissions payable"	"2001"	1291.551  
"United States"	"Other miscellaneous monetary institutions"	"4.b. Fees and commissions payable"	"2002"	1430.222  
"United States"	"Other miscellaneous monetary institutions"	"4.b. Fees and commissions payable"	"2003"	1546.117  
"United States"	"Other miscellaneous monetary institutions"	"4.b. Fees and commissions payable"	"2004"	1646.997  
"United States"	"Other miscellaneous monetary institutions"	"4.b. Fees and commissions payable"	"2005"	1771.835  
"United States"	"Other miscellaneous monetary institutions"	"4.b. Fees and commissions payable"	"2006"	1914.613  
"United States"	"Other miscellaneous monetary institutions"	"4.b. Fees and commissions payable"	"2007"	2049.726  
"United States"	"Other miscellaneous monetary institutions"	"4.b. Fees and commissions payable"	"2008"	2344.047  
"United States"	"Other miscellaneous monetary institutions"	"4.b. Fees and commissions payable"	"2009"	2260.973  
"Russian Federation"	"Other miscellaneous monetary institutions"	"4.b. Fees and commissions payable"	"2004"	891.402  
"Russian Federation"	"Other miscellaneous monetary institutions"	"4.b. Fees and commissions payable"	"2005"	1150.113  
"Russian Federation"	"Other miscellaneous monetary institutions"	"4.b. Fees and commissions payable"	"2006"	1367.605  
"Russian Federation"	"Other miscellaneous monetary institutions"	"4.b. Fees and commissions payable"	"2007"	1497.597  
"Russian Federation"	"Other miscellaneous monetary institutions"	"4.b. Fees and commissions payable"	"2008"	1868.452  
"Russian Federation"	"Other miscellaneous monetary institutions"	"4.b. Fees and commissions payable"	"2009"	2220.209  
"Austria"	"All banks"	"4.c. Net profit or loss on financial operations"	"1999"	453.26  
"Austria"	"All banks"	"4.c. Net profit or loss on financial operations"	"2000"	503.695  
